Tick,Reward,TotalReward,Loss,Epsilon
10,-3,21,0,1.0
20,-3,-5,0,1.0
30,-3,-31,0,1.0
40,-8,-64,30.525691986083984,0.9996000699930003
50,-3,-99,18.414119720458984,0.9991003823980192
60,-3,-129,81.70069885253906,0.9986009445906281
70,-1,-158,11.603876113891602,0.9981017564459614
80,-1,-187,35.382484436035156,0.997602817839216
90,-3,-207,23.2022762298584,0.9971041286456507
100,-6,-241,35.80782699584961,0.996605688740587
110,-6,-273,36.07588195800781,0.9961074979994089
120,-8,-328,25.795108795166016,0.9956095562975625
130,-3,-378,14.64935302734375,0.9951118635105561
140,-3,-408,24.278423309326172,0.9946144195139599
150,-3,-435,24.202774047851562,0.9941172241834071
160,-1,-461,21.821399688720703,0.9936202773945926
170,-3,-500,9.244433403015137,0.9931235790232735
180,-1,-557,11.157544136047363,0.992627128945269
190,-13,-618,25.749408721923828,0.9921309270364603
200,-13,-688,7.066683769226074,0.9916349731727908
210,-3,-673,7.908072471618652,0.9911392672302657
220,-3,-703,17.37818717956543,0.9906438090849523
230,-1,-725,64.70169067382812,0.9901485986129799
240,-3,-753,27.72446632385254,0.9896536356905399
250,-6,-813,19.23044204711914,0.9891589201938853
260,-3,-846,12.920934677124023,0.988664451999331
270,-3,-895,16.058595657348633,0.9881702309832536
280,-13,-955,18.679828643798828,0.9876762570220917
290,-8,-1010,56.032100677490234,0.9871825299923459
300,-1,-1063,18.365318298339844,0.9866890497705779
310,-3,-1097,26.285982131958008,0.9861958162334118
320,-1,-1123,40.277870178222656,0.9857028292575326
330,-3,-1097,18.84468650817871,0.985210088719688
340,-3,-1128,17.818317413330078,0.9847175944966863
350,-1,-1150,35.70392990112305,0.9842253464653977
360,-3,-1176,10.14598560333252,0.9837333445027544
370,-3,-1211,10.26917552947998,0.9832415884857497
380,-8,-1261,8.448945045471191,0.9827500782914382
390,-3,-1290,12.930805206298828,0.9822588137969364
400,-1,-1355,24.878177642822266,0.9817677948794219
410,-6,-1404,13.274808883666992,0.9812770214161337
420,2,-1433,26.38591957092285,0.9807864932843726
430,-3,-1493,16.66982650756836,0.9802962103615005
440,-3,-1543,39.314971923828125,0.9798061725249402
450,-3,-1603,42.69572448730469,0.9793163796521763
460,-3,-1629,85.72557067871094,0.9788268316207546
470,-3,-1649,48.72397232055664,0.9783375283082816
480,-3,-1675,34.406402587890625,0.9778484695924259
490,-1,-1702,17.99624252319336,0.9773596553509161
500,-6,-1731,14.644669532775879,0.9768710854615427
510,-3,-1781,16.436140060424805,0.9763827598021574
520,-3,-1841,22.010601043701172,0.9758946782506722
530,-3,-1871,24.328096389770508,0.9754068406850611
540,-3,-1906,12.332998275756836,0.9749192469833582
550,-3,-1931,53.26327896118164,0.9744318970236594
560,-13,-1974,21.941238403320312,0.9739447906841209
570,-1,-2013,18.384571075439453,0.97345792784296
580,-3,-2070,23.609359741210938,0.9729713083784549
590,-3,-2120,18.65919303894043,0.9724849321689445
600,-3,-2165,57.742252349853516,0.971998799092829
610,-3,-2150,29.40353012084961,0.971512909028569
620,-3,-2178,51.403076171875,0.9710272618546855
630,-6,-2222,67.33807373046875,0.9705418574497611
640,-3,-2267,40.083805084228516,0.9700566956924384
650,-3,-2289,404.9581604003906,0.9695717764614209
660,-3,-2313,41.489990234375,0.9690870996354727
670,-3,-2335,105.44668579101562,0.9686026650934187
680,-3,-2363,19.14889144897461,0.9681184727141442
690,-8,-2408,24.743738174438477,0.9676345223765948
700,-3,-2468,33.8245849609375,0.967150813959777
710,-8,-2523,8.463371276855469,0.9666673473427578
720,-3,-2571,20.168113708496094,0.9661841224046643
730,4,-2604,23.957225799560547,0.9657011390246842
740,-3,-2645,22.59604263305664,0.9652183970820657
750,-3,-2670,21.229232788085938,0.9647358964561173
760,-8,-2702,22.190711975097656,0.9642536370262079
770,-3,-2752,31.501365661621094,0.9637716186717664
780,-13,-2847,13.900262832641602,0.9632898412722825
790,-8,-2917,12.565452575683594,0.9628083047073056
800,-3,-2937,36.09333038330078,0.9623270088564454
810,-1,-2963,22.566381454467773,0.9618459535993721
820,-3,-3006,21.498571395874023,0.9613651388158158
830,-8,-3061,26.102659225463867,0.9608845643855669
840,-3,-3101,13.781427383422852,0.9604042301884758
850,-3,-3141,19.894697189331055,0.9599241361044528
860,-3,-3186,25.110992431640625,0.9594442820134685
870,-1,-3208,28.547149658203125,0.9589646677955531
880,-3,-3232,45.15589904785156,0.9584852933307972
890,4,-3262,15.994810104370117,0.9580061584993516
900,-11,-3312,11.400333404541016,0.9575272631814259
910,-1,-3367,16.35098648071289,0.9570486072572907
920,-3,-3412,22.694429397583008,0.956570190607276
930,-8,-3462,15.020853042602539,0.9560920131117715
940,-3,-3512,28.037742614746094,0.955614074651227
950,-3,-3568,17.752635955810547,0.9551363751061519
960,-1,-3602,34.8563117980957,0.9546589143571154
970,-8,-3449,16.708948135375977,0.954181692284746
980,-3,-3471,69.26689147949219,0.9537047087697327
990,-1,-3507,40.143653869628906,0.9532279636928231
1000,-3,-3543,17.681575775146484,0.9527514569348254
1010,-8,-3583,17.152332305908203,0.952275188376607
1020,-3,-3658,23.264575958251953,0.9517991578990944
1030,-8,-3721,11.515535354614258,0.9513233653832744
1040,-6,-3782,12.956426620483398,0.9508478107101929
1050,-3,-3819,12.253665924072266,0.950372493760955
1060,-1,-3841,22.09345245361328,0.949897414416726
1070,-3,-3869,22.65906524658203,0.9494225725587295
1080,-3,-3893,613.2086791992188,0.9489479680682495
1090,-3,-3933,34.575042724609375,0.9484736008266289
1100,-3,-3978,10.073558807373047,0.9479994707152697
1110,-3,-4023,35.701107025146484,0.9475255776156339
1120,-3,-4062,16.019777297973633,0.9470519214092421
1130,-3,-4101,14.20870590209961,0.9465785019776742
1140,-3,-4135,21.422780990600586,0.9461053192025695
1150,-3,-4169,39.22731018066406,0.9456323729656263
1160,-1,-4196,11.154142379760742,0.9451596631486021
1170,-3,-4224,15.569485664367676,0.9446871896333139
1180,-3,-4274,10.840253829956055,0.9442149523016372
1190,-8,-4319,13.481626510620117,0.9437429510355066
1200,-1,-4336,23.77819061279297,0.943271185716916
1210,-1,-4310,8.611210823059082,0.9427996562279182
1220,-1,-4332,50.679874420166016,0.9423283624506249
1230,-3,-4365,11.481843948364258,0.9418573042672066
1240,-3,-4388,16.168251037597656,0.9413864815598931
1250,-3,-4418,7.775132179260254,0.9409158942109729
1260,-3,-4463,9.348116874694824,0.9404455421027931
1270,-3,-4508,15.24232292175293,0.9399754251177596
1280,-3,-4554,30.02322769165039,0.9395055431383377
1290,-3,-4598,33.56692123413086,0.9390358960470508
1300,-3,-4654,33.35894775390625,0.9385664837264813
1310,-3,-4674,28.71533203125,0.9380973060592706
1320,-8,-4692,27.492345809936523,0.9376283629281177
1330,-1,-4717,28.486133575439453,0.9371596542157813
1340,-1,-4744,18.01866340637207,0.9366911798050783
1350,-3,-4780,43.010047912597656,0.9362229395788843
1360,-3,-4810,42.47685623168945,0.9357549334201333
1370,-8,-4845,12.708146095275879,0.9352871612118183
1380,-3,-4883,20.52004623413086,0.9348196228369899
1390,-3,-4895,27.805797576904297,0.934352318178758
1400,-1,-4926,9.5216646194458,0.9338852471202904
1410,-3,-4953,29.928966522216797,0.9334184095448135
1420,-3,-4955,311.7286682128906,0.9329518053356121
1430,-8,-4996,18.1761474609375,0.9324854343760294
1440,-8,-5036,59.845497131347656,0.9320192965494669
1450,-3,-5076,22.881847381591797,0.9315533917393841
1460,-3,-5110,24.405075073242188,0.931087719829299
1470,-1,-5142,186.91183471679688,0.9306222807027879
1480,-3,-5166,31.08018684387207,0.9301570742434849
1490,-3,-5195,17.96502685546875,0.9296921003350828
1500,-3,-5224,4.662283420562744,0.9292273588613322
1510,-3,-5255,18.09903335571289,0.9287628497060423
1520,-3,-5285,55.60577392578125,0.9282985727530795
1530,-3,-5325,20.66238021850586,0.9278345278863691
1540,-1,-5344,45.02381134033203,0.9273707149898941
1550,-3,-5377,32.769676208496094,0.9269071339476953
1560,-1,-5406,12.676385879516602,0.9264437846438718
1570,-3,-5430,16.867874145507812,0.9259806669625803
